City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Beisfjord,40,NO,1579902593,100,68.38,17.6,25.0,9.17
Taltal,8,CL,1579902593,70,-25.4,-70.48,73.51,6.67
Khatanga,81,RU,1579902594,89,71.97,102.5,-25.78,8.75
Fonte Boa,100,BR,1579902594,83,-2.5,-66.27,77.29,6.11
Kota Belud,75,MY,1579902594,83,6.35,116.43,75.2,5.82
Christiansburg,90,US,1579902594,100,37.13,-80.41,48.0,9.17
Santa Catalina,90,PH,1579902594,94,9.33,122.86,80.6,2.24
Novikovo,100,RU,1579902594,93,51.15,37.89,30.52,17.02
Pedernales,40,DO,1579902594,69,18.04,-71.74,80.6,11.41
Eureka,20,US,1579902595,63,40.8,-124.16,62.6,5.82
Hof,90,DE,1579902595,100,50.32,11.92,32.0,6.85
Lodwar,98,KE,1579902595,42,3.12,35.6,85.73,10.8
Magadan,0,RU,1579902595,76,59.57,150.8,-18.09,11.56
Dudinka,100,RU,1579902595,77,69.41,86.18,5.0,15.66
Mayo,40,US,1579902595,71,38.89,-76.51,52.0,9.17
Forestville,90,US,1579902596,61,38.85,-76.88,52.0,3.36
Port Macquarie,90,AU,1579902336,94,-31.43,152.92,80.01,1.12
Millinocket,1,US,1579902596,59,45.66,-68.71,34.0,3.36
Kulhudhuffushi,75,MV,1579902596,74,6.62,73.07,81.99,4.59
Yamada,0,JP,1579902596,56,39.47,141.95,26.98,6.62
Geraldton,33,AU,1579902596,77,-28.77,114.6,62.6,10.29
Souillac,75,MU,1579902596,100,-20.52,57.52,78.8,14.99
Rabo de Peixe,75,PT,1579902596,71,37.8,-25.58,55.4,5.82
'Ahuimanu,20,US,1579902597,65,21.44,-157.84,80.01,5.82
Anadyr,90,RU,1579902597,77,64.75,177.48,3.2,2.24
Sokyryany,21,UA,1579902597,82,48.45,27.42,26.01,3.0
Ystad,90,SE,1579902597,100,55.43,13.82,44.6,13.87
Ancud,40,CL,1579902597,63,-41.87,-73.82,64.4,10.29
Nome,1,US,1579902597,68,64.5,-165.41,-9.0,5.97
Erenhot,48,CN,1579902597,80,43.65,111.98,12.33,9.04
Poum,85,NC,1579902597,75,-20.23,164.02,79.18,17.85
Abu Samrah,0,SY,1579902598,52,35.3,37.18,35.74,5.59
Arlit,100,NE,1579902598,8,18.74,7.39,74.39,11.72
Neryungri,79,RU,1579902598,93,56.67,124.65,-20.34,2.62
Honiara,40,SB,1579902391,83,-9.43,159.95,80.6,1.95
Quetigny,90,FR,1579902598,100,47.32,5.12,36.0,1.99
Kasongo-Lunda,60,CD,1579902598,89,-6.47,16.82,71.11,1.57
San Luis Rio Colorado,75,MX,1579902598,27,32.46,-114.78,75.2,5.82
Marrakesh,25,MA,1579902358,76,31.63,-8.01,51.8,3.36
Dickson,75,US,1579902358,81,36.08,-87.39,46.99,13.87
General Roca,0,AR,1579902599,16,-39.03,-67.58,93.2,10.29
Ossora,100,RU,1579902599,90,59.24,163.07,13.48,26.89
Durban,100,ZA,1579902599,78,-29.86,31.03,77.0,4.7
Tasiilaq,100,GL,1579902599,48,65.61,-37.64,21.2,25.28
Monrovia,22,LR,1579902549,85,6.3,-10.8,80.22,7.56
Leh,97,IN,1579902599,80,34.17,77.58,-6.02,3.74
Laas,98,IT,1579902600,73,46.62,10.7,35.01,4.7
Burgersdorp,66,ZA,1579902600,80,-31.0,26.33,59.47,21.74
Bol'shoy Kamen',0,RU,1579902600,69,43.12,132.36,-11.2,4.07
Airai,48,TL,1579902600,88,-8.93,125.41,66.92,3.24
Gimli,20,CA,1579902422,91,50.63,-96.99,21.99,5.01
Pevek,0,RU,1579902600,97,69.7,170.31,-27.85,1.14
Barcelona,83,ES,1579902600,76,41.39,2.16,54.0,6.93
Mar del Plata,75,AR,1579902600,78,-38.0,-57.56,78.01,5.82
Vadlapudi,98,IN,1579902601,85,14.32,79.8,66.88,4.9
Tari,0,NG,1579902601,9,12.41,4.49,72.97,12.35
Alta,40,NO,1579902601,85,69.97,23.27,19.4,8.05
Shasta Lake,40,US,1579902601,62,40.68,-122.37,53.6,3.0
Shenjiamen,100,CN,1579902601,90,29.96,122.3,50.83,22.26
Kidal,100,ML,1579902601,10,18.44,1.41,75.06,9.64
Ponta Delgada,75,PT,1579902601,71,37.73,-25.67,55.4,5.82
Kichmengskiy Gorodok,100,RU,1579902601,96,59.98,45.79,21.36,5.21
Amurzet,0,RU,1579902602,83,47.7,131.1,-8.66,6.76
Aksarka,100,RU,1579902602,97,66.56,67.8,1.13,3.94
Pishin,79,PK,1579902602,96,30.58,67.0,40.28,1.25
Kaniama,100,CD,1579902602,92,-7.57,24.18,68.11,2.82
Bac Lieu,37,VN,1579902602,95,9.29,105.72,72.27,6.62
Nara,75,JP,1579902397,83,34.69,135.8,46.0,3.36
Haines Junction,100,CA,1579902602,98,60.75,-137.51,-5.3,6.49
Malindi,100,KE,1579902603,93,-3.22,40.12,77.74,6.04
Soyo,65,AO,1579902603,81,-6.13,12.37,78.96,2.66
Faxinal,0,BR,1579902603,70,-24.0,-51.32,79.2,4.36
Port Blair,31,IN,1579902603,71,11.67,92.75,79.66,12.75
Saint George,75,US,1579902603,38,37.1,-113.58,57.99,2.21
Ouallam,98,NE,1579902603,9,14.32,2.09,76.19,11.54
Irbeyskoye,100,RU,1579902603,80,55.64,95.45,27.0,4.52
Salinopolis,89,BR,1579902603,82,-0.61,-47.36,82.45,16.89
Mehamn,40,NO,1579902604,78,71.04,27.85,23.0,6.93
Otane,28,NZ,1579902604,53,-39.88,176.63,77.0,8.01
Zhigansk,57,RU,1579902604,96,66.77,123.37,-43.58,9.1
Banjar,20,ID,1579902604,88,-8.19,114.97,80.6,4.7
Cabedelo,75,BR,1579902604,78,-6.98,-34.83,82.4,9.17
Khandyga,80,RU,1579902604,97,62.67,135.6,-43.51,1.79
Bubaque,91,GW,1579902604,68,11.28,-15.83,78.73,12.33
Port-Gentil,20,GA,1579902604,89,-0.72,8.78,84.2,4.7
Naze,40,JP,1579902605,94,28.37,129.48,68.0,4.7
Bermeo,20,ES,1579902605,71,43.42,-2.72,54.0,6.93
San Vicente,0,AR,1579902605,65,-26.62,-54.13,79.0,6.31
Simoes,80,BR,1579902605,69,-7.6,-40.82,78.73,4.9
Arrondissement de Dole,90,FR,1579902605,90,47.08,5.5,42.01,2.13
Baruun-Urt,0,MN,1579902605,86,46.68,113.28,-1.17,7.78
Acapulco de Juarez,20,MX,1579902606,62,16.86,-99.89,86.0,6.93
Khovd,8,MN,1579902606,74,48.01,91.64,-0.24,1.01
Moerai,66,PF,1579902606,78,-22.43,-151.33,80.29,8.97
Balkanabat,100,TM,1579902606,91,39.51,54.37,35.11,6.29
Mandera,99,KE,1579902606,37,3.94,41.87,89.89,9.22
Cache Creek,90,CA,1579902328,93,50.81,-121.32,44.6,25.28
Kikwit,77,CD,1579902606,64,-5.04,18.82,75.43,0.83
Alyangula,100,AU,1579902606,88,-13.85,136.42,82.4,9.17
Kuala Pilah,20,MY,1579902607,83,2.74,102.25,77.0,4.7
Qaqortoq,75,GL,1579902607,85,60.72,-46.03,23.0,14.99
Novyy Urengoy,94,RU,1579902607,96,66.08,76.63,7.59,2.17
Oranjestad,20,AW,1579902607,66,12.52,-70.03,84.2,9.17
Weihe,68,CN,1579902607,86,33.0,105.32,28.04,2.98
Santiago de Cuba,20,CU,1579902607,41,20.02,-75.82,80.6,5.82
Vardo,75,NO,1579902607,85,70.37,31.11,26.6,6.93
Kieta,33,PG,1579902608,75,-6.22,155.63,81.54,4.18
Rockland,1,US,1579902608,45,41.17,-74.05,48.2,4.27
Antofagasta,75,CL,1579902556,61,-23.65,-70.4,77.0,13.87
Miles City,1,US,1579902608,65,46.41,-105.84,48.99,5.82
Sfantu Gheorghe,0,RO,1579902608,77,45.87,25.78,23.0,1.99
Faanui,0,PF,1579902608,78,-16.48,-151.75,82.24,14.47
Cockburn Town,0,TC,1579902609,53,21.46,-71.14,76.26,3.8
Sorland,75,NO,1579902609,58,67.67,12.69,32.0,11.41
Deneysville,100,ZA,1579902609,84,-26.89,28.1,61.09,8.43
Tazovsky,94,RU,1579902609,96,67.47,78.7,2.93,6.58
Alice Springs,11,AU,1579902609,23,-23.7,133.88,75.2,5.82
Hailey,90,US,1579902585,100,43.52,-114.32,35.6,4.7
Kungurtug,1,RU,1579902609,75,50.6,97.52,0.66,4.68
Caledon,4,ZA,1579902609,92,-34.23,19.43,66.0,1.99
Menongue,30,AO,1579902610,80,-14.66,17.69,65.64,3.74
Shushtar,0,IR,1579902610,65,32.05,48.86,51.37,3.15
Hatillo,1,PR,1579902610,74,18.49,-66.83,82.0,9.17
Maracaju,62,BR,1579902610,88,-21.61,-55.17,76.73,5.95
Ngaoundere,0,CM,1579902610,16,7.32,13.58,62.44,4.43
Grindavik,90,IS,1579902610,92,63.84,-22.43,32.0,27.51
Jerusalem,20,IL,1579902610,81,31.77,35.22,46.0,2.24
Amga,0,RU,1579902611,97,60.9,131.96,-39.95,1.45
Westport,1,US,1579902611,52,41.14,-73.36,46.99,8.05
Muros,20,ES,1579902611,81,42.78,-9.06,50.0,3.36
Tabuk,100,PH,1579902611,95,17.42,121.44,68.74,1.68
Jumla,0,NP,1579902611,46,29.27,82.18,21.74,5.86
Chapais,1,CA,1579902611,72,49.78,-74.85,14.0,3.36
Balaipungut,40,ID,1579902611,94,1.05,101.28,77.0,2.3
Cabo San Lucas,90,MX,1579902509,56,22.89,-109.91,72.0,5.86
Karlshamn,77,SE,1579902612,87,56.17,14.86,44.6,9.17
Narsaq,75,GL,1579902612,85,60.92,-46.05,23.0,14.99
Mercedes,23,AR,1579902612,56,-34.65,-59.43,90.0,1.99
Veraval,3,IN,1579902612,36,20.9,70.37,66.67,8.7
Haernoesand,0,SE,1579902612,59,62.63,17.94,36.0,10.29
Havelock,40,US,1579902612,56,34.88,-76.9,69.8,16.11
Margate,75,GB,1579902426,93,51.38,1.39,44.01,8.05
Kovdor,100,RU,1579902612,97,67.57,30.48,6.58,1.63
Vila Franca do Campo,75,PT,1579902612,71,37.72,-25.43,55.4,5.82
Lipnita,0,RO,1579902613,57,44.1,27.6,34.0,1.99
Pontianak,36,ID,1579902613,98,-0.03,109.33,73.27,1.52
Boone,90,US,1579902613,86,39.03,-92.33,35.01,9.17
Ulladulla,75,AU,1579902613,100,-35.35,150.47,69.01,5.82
Tupelo,90,US,1579902613,56,34.26,-88.7,46.4,9.17
Estevan,1,CA,1579902323,100,49.13,-102.98,24.8,12.75
Ikongo,75,MG,1579902613,97,-21.88,47.43,67.53,1.99
Urusha,0,RU,1579902614,97,54.05,122.9,-25.02,0.38
Lieksa,85,FI,1579902614,89,63.32,30.02,27.19,8.7
Araouane,95,ML,1579902614,11,18.9,-3.53,80.42,9.33
Nguru,0,NG,1579902614,11,12.88,10.45,65.46,11.45
Gillette,1,US,1579902614,39,44.29,-105.5,51.01,5.82
Turukhansk,100,RU,1579902615,94,65.82,87.98,17.37,9.35
Shirokiy,0,RU,1579902615,93,49.76,129.52,-18.44,1.77
Griffith,90,US,1579902522,100,41.53,-87.42,39.2,1.81
High Level,90,CA,1579902615,92,58.52,-117.14,19.4,3.36
Vilhena,20,BR,1579902615,74,-12.74,-60.15,82.4,9.17
Lahaina,20,US,1579902615,65,20.88,-156.68,80.6,5.82
Cloquet,100,US,1579902603,86,46.72,-92.46,33.01,5.82
Gomel,90,BY,1579902616,100,52.43,30.98,33.8,11.18
Yur'yev-Pol'skiy,100,RU,1579902616,93,56.5,39.68,32.16,11.65
Shakawe,21,BW,1579902616,57,-18.37,21.85,75.0,3.53
Touros,75,BR,1579902616,74,-5.2,-35.46,82.4,6.93
Santo Domingo,40,DO,1579902616,74,18.5,-69.99,82.4,6.93
Sumkino,75,RU,1579902616,98,58.11,68.32,2.61,5.73
Saint-Francois,2,FR,1579902616,94,46.42,3.91,36.0,4.7
Ende,74,ID,1579902592,73,-8.84,121.66,82.6,2.19
Lewiston,1,US,1579902616,60,44.1,-70.21,39.2,4.7
Lorengau,9,PG,1579902617,68,-2.02,147.27,83.62,5.19
Bhandara,0,IN,1579902617,82,21.17,79.65,62.6,6.2
Pidhorodne,75,UA,1579902617,65,48.58,35.11,32.0,13.42
Fomboni,100,KM,1579902617,85,-12.28,43.74,80.2,14.2
Pangody,93,RU,1579902617,96,65.85,74.49,5.74,1.88
Tarko-Sale,100,RU,1579902617,87,64.92,77.78,7.0,13.71
Pitea,24,SE,1579902617,92,65.32,21.48,30.99,2.24
Wilmington,90,US,1579902326,77,34.23,-77.94,68.0,5.82
Murgab,7,TM,1579902618,86,37.5,61.97,37.4,4.7
Oddur,100,SO,1579902618,63,4.12,43.89,79.84,16.4
Lumberton,90,US,1579902571,72,34.62,-79.01,66.2,14.36
Pipraich,74,IN,1579902618,79,26.83,83.53,50.27,3.94
Orje,32,NO,1579902618,60,59.48,11.66,39.2,8.05
Arrondissement de Saint-Gaudens,90,FR,1579902618,93,43.08,0.67,50.0,3.36
Henties Bay,0,NA,1579902618,92,-22.12,14.28,66.0,1.99
Lata,20,PT,1579902618,87,40.16,-8.33,53.01,5.82
Rocha,0,UY,1579902446,41,-34.48,-54.33,84.27,6.35
Ibra,28,OM,1579902619,75,22.69,58.53,66.42,4.97
Xinyang,100,CN,1579902606,96,32.12,114.07,37.83,14.5
Sakakah,11,SA,1579902619,68,29.97,40.21,39.2,10.29
Gbarnga,39,LR,1579902619,28,7.0,-9.47,75.67,1.7
Cobija,20,BO,1579902619,59,-11.03,-68.77,93.2,4.85
Saint-Pierre,100,RE,1579902620,100,-21.34,55.48,80.6,23.04
Ciudad Lazaro Cardenas,0,MX,1579902620,57,17.96,-102.2,82.9,8.48
Phek,0,IN,1579902620,97,25.67,94.5,34.41,0.63
Tingo Maria,20,PE,1579902620,59,-9.29,-76.01,89.6,4.7
Pasinler,0,TR,1579902620,84,39.98,41.68,-2.2,3.36
Sawakin,33,SD,1579902620,60,19.11,37.33,72.28,13.4
Kysyl-Syr,60,RU,1579902620,98,63.9,122.76,-43.76,6.2
Sedam,93,IN,1579902621,54,17.18,77.28,68.27,5.79
Ryotsu,75,JP,1579902621,63,38.08,138.43,39.2,2.24
Vestmannaeyjar,100,IS,1579902621,90,63.44,-20.27,35.06,24.67
Barra Patuca,0,HN,1579902621,66,15.8,-84.28,77.49,11.18
Cayenne,40,GF,1579902441,69,4.93,-52.33,82.4,9.17
Lixouri,100,GR,1579902621,71,38.2,20.43,57.65,3.6
Teahupoo,20,PF,1579902621,74,-17.83,-149.27,86.0,6.93
Vesele,100,UA,1579902621,67,47.01,34.91,35.53,16.22
Keti Bandar,87,PK,1579902621,59,24.14,67.45,68.07,8.84
Saint-Augustin,0,CA,1579902622,73,51.23,-58.65,6.19,13.8
Bairiki Village,75,KI,1579902622,74,1.33,172.98,87.8,5.82
Changping,0,CN,1579902622,92,40.22,116.22,26.01,4.47
Riyadh,0,SA,1579902622,34,24.69,46.72,53.6,9.17
Savonlinna,35,FI,1579902622,92,61.87,28.92,28.4,10.29
Skibbereen,90,IE,1579902622,100,51.55,-9.27,42.8,3.36
Buraidah,0,SA,1579902481,52,26.33,43.98,46.4,9.17
Itoman,75,JP,1579902622,88,26.12,127.67,71.6,12.75
Maicao,51,CO,1579902623,63,11.38,-72.24,82.94,12.3
Bozova,0,TR,1579902623,49,37.36,38.53,32.0,17.22
Houma,1,US,1579902623,25,29.6,-90.72,66.2,11.41
Port Keats,48,AU,1579902623,88,-14.25,129.55,82.78,7.0
Nueve de Julio,7,AR,1579902623,24,-35.44,-60.88,98.56,12.1
Rosiile,0,RO,1579902623,79,44.87,23.93,30.99,5.82
Kavaratti,67,IN,1579902623,73,10.57,72.64,81.18,4.72
Sunrise Manor,1,US,1579902623,33,36.21,-115.07,66.2,3.22
Zhangjiakou,0,CN,1579902624,82,40.81,114.88,10.51,3.51
Hirara,75,JP,1579902624,100,24.8,125.28,69.8,6.93
Charters Towers,100,AU,1579902624,79,-20.1,146.27,77.94,1.23
Omboue,39,GA,1579902624,92,-1.57,9.26,76.95,2.53
Berlevag,40,NO,1579902624,92,70.86,29.09,17.6,4.7
Krasnovishersk,93,RU,1579902624,96,60.41,57.08,8.2,3.69
Venado Tuerto,100,AR,1579902624,58,-33.75,-61.97,88.0,4.0
Aksu,100,CN,1579902624,82,41.12,80.26,22.44,2.19
Clemmons,90,US,1579902625,87,36.02,-80.38,60.8,11.41
Salalah,13,OM,1579902625,73,17.02,54.09,77.0,4.7
Nehe,22,CN,1579902625,87,48.48,124.83,-12.75,3.8
Kamaishi,0,JP,1579902625,56,39.27,141.88,26.98,6.62
Hobyo,26,SO,1579902625,81,5.35,48.53,79.05,19.53
Taunggyi,19,MM,1579902625,72,20.78,97.03,49.84,5.12
Klaksvik,100,FO,1579902625,93,62.23,-6.59,39.2,13.87
Amahai,59,ID,1579902626,74,-3.33,128.92,81.91,6.33
Manakara,37,MG,1579902626,93,-22.13,48.02,71.47,3.96
Grand Baie,75,MU,1579902626,100,-20.02,57.58,78.8,14.99
Comodoro Rivadavia,67,AR,1579902626,24,-45.87,-67.5,82.4,31.09
Arman,0,RU,1579902626,85,59.7,150.17,-14.19,11.43
Teguldet,100,RU,1579902626,96,57.31,88.17,28.69,7.7
Carbonia,0,IT,1579902627,100,39.17,8.52,55.0,5.82
Tulagi,40,SB,1579902627,83,-9.1,160.15,80.6,7.63
Baykit,100,RU,1579902627,97,61.67,96.37,9.1,2.33
Pangoa,100,PE,1579902627,84,-12.12,-73.0,76.51,1.12
Kabanjahe,40,ID,1579902627,100,3.1,98.49,77.0,3.36
Gigmoto,33,PH,1579902627,80,13.78,124.39,80.56,18.81
Fairbanks,90,US,1579902627,83,64.84,-147.72,-0.4,2.62
Chernyshevskiy,100,RU,1579902627,98,63.01,112.47,-13.47,6.24
Bafata,95,GW,1579902627,38,12.17,-14.75,80.69,8.23
Tautira,20,PF,1579902628,74,-17.73,-149.15,86.0,6.93
College,90,US,1579902628,83,64.86,-147.8,1.4,3.42
Cordele,40,US,1579902628,68,31.96,-83.78,69.8,4.7
Palana,100,RU,1579902628,96,59.12,159.97,-6.23,4.61
Maputo,75,MZ,1579902628,69,-25.97,32.59,79.0,9.17
Henderson,1,US,1579902425,33,36.04,-114.98,66.2,3.22
Tiarei,20,PF,1579902628,74,-17.53,-149.33,86.0,6.93
Quatre Cocos,75,MU,1579902629,100,-20.21,57.76,78.8,14.99
Sinegorsk,40,RU,1579902629,75,47.17,142.5,-13.0,5.14
Viedma,52,AR,1579902629,17,-40.81,-63.0,83.71,0.98
Ilhabela,0,BR,1579902580,78,-23.78,-45.36,76.6,13.24
Oranjemund,1,NA,1579902629,80,-28.55,16.43,66.72,1.74
Dzialdowo,90,PL,1579902629,100,53.24,20.17,35.6,8.05
Yerbogachen,100,RU,1579902629,96,61.28,108.01,2.3,5.79
Graham,90,US,1579902629,100,47.05,-122.29,54.0,16.11
Bosaso,31,SO,1579902630,76,11.28,49.18,76.98,3.94
Viru,40,PE,1579902630,78,-8.42,-78.75,78.8,13.87
Wamba,0,NG,1579902630,10,8.93,8.6,69.35,5.26
Nuevo Progreso,70,MX,1579902630,75,23.17,-97.95,73.0,8.01
Fengxian,100,CN,1579902630,79,34.7,116.59,41.0,4.83
Tonj,23,SS,1579902630,20,7.27,28.68,70.03,5.41
Hasaki,75,JP,1579902352,69,35.73,140.83,39.0,6.93
Rome,1,US,1579902567,41,43.21,-75.46,48.0,8.05
Marawi,4,PH,1579902630,92,8.0,124.29,75.99,1.01
Mandalgovi,0,MN,1579902631,59,45.76,106.27,7.56,7.58
Manokwari,29,ID,1579902631,77,-0.87,134.08,72.16,2.89
Manyana,65,BW,1579902631,80,-23.4,21.72,67.39,16.42
Bay Roberts,40,CA,1579902631,68,47.6,-53.26,27.0,12.75
Benguela,85,AO,1579902631,79,-12.58,13.41,78.35,4.14
Sikasso,72,ML,1579902631,10,10.92,-7.0,78.53,6.29
Rodrigues Alves,20,BR,1579902631,62,-7.74,-72.65,87.8,3.36
Ambon,20,ID,1579902632,88,-3.7,128.18,75.2,9.17
Lipari,40,IT,1579902632,82,38.47,14.95,59.0,9.17
